"Line","CS84871","CS84872","CS84876","CS84877","CS84878","CS84879","CS84880","CS84881","CS84882","CS84883","CS84884","CS84885","CS84886","CS84887","CS84888","CS84889","CS84890","CS84891","CS84892","CS84893","CS84894","CS84895","CS84896","CS84897","CS84898","CS84899","CS84900","CS84901","CS84903","CS84905","CS84906","CS84908","CS84909","CS84911","CS84913","CS84915","CS84916","CS84918","CS84919","CS84920","CS84921","CS84922","CS84923","CS84926","CS84927","CS84928","CS84929","CS84931","CS84932","CS84933","CS84934","CS84935","CS84936","CS84937","CS84938","CS84939","CS84941","CS84942","CS84943","CS84944","CS84946","CS84948","CS84949","CS84950","CS84951","CS84952","CS84953","CS84954","CS84955","CS84956","CS84957","CS84958","CS84960","CS84961","CS84962","CS84963","CS84964","CS84965","CS84966","CS84967","CS84968","CS84969","CS84971","CS84972","CS84973","CS84975","CS84976","CS84977","CS84978","CS84979","CS84980","CS84982","CS84983","CS84984","CS84985","CS84986","CS84987","CS84988","CS84989","CS84990","CS84994","CS84995","CS84996","CS84997","CS84998"
"ID","  1","  2","  3","  4","  5","  6","  7","  8","  9"," 10"," 11"," 12"," 13"," 14"," 15"," 16"," 17"," 18"," 19"," 20"," 21"," 22"," 23"," 24"," 25"," 26"," 27"," 28"," 29"," 30"," 31"," 32"," 33"," 34"," 35"," 36"," 37"," 38"," 39"," 40"," 41"," 42"," 43"," 44"," 45"," 46"," 47"," 48"," 49"," 50"," 51"," 52"," 53"," 54"," 55"," 56"," 57"," 58"," 59"," 60"," 61"," 62"," 63"," 64"," 65"," 66"," 67"," 68"," 69"," 70"," 71"," 72"," 73"," 74"," 75"," 76"," 77"," 78"," 79"," 80"," 81"," 82"," 83"," 84"," 85"," 86"," 87"," 88"," 89"," 90"," 91"," 92"," 93"," 94"," 95"," 96"," 97"," 98"," 99","100","101","102","103","104","105"
